"length","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
3.5,0.251840297133721,0.20922672179642,0.227130079634917,0.218092202415755,0.329929300304011,0.355048278372875,0.275966206145253,0.275966206145253,0.266057065647648,0.289066298650771,0.210983101973852,0.200181573745926,0.244979102987401,0.262022095100181,0.216111497798236,0.269080797237939,0.264464945589038,0.256690488155697,0.246015542970255,0.292948429208726,0.341890525328685,0.261915567716338,0.305571252049586,0.254596607318421,0.260687895053819,0.261905918218689,0.2192163295,0.241243270844189,0.2428885150829,0.374112132797037,0.322590467495523,0.305040587378133
4,0.377038758880765,0.3210175155062,0.344670337027707,0.333964752542472,0.482386655385043,0.514380663615389,0.411617996055513,0.411617996055513,0.396094316519287,0.428871874137085,0.322790887368755,0.308165697358837,0.369550235738257,0.395026663354366,0.33140680726947,0.402956540022602,0.395327846556863,0.386332141481399,0.368718046542894,0.43456556614319,0.501136419205413,0.394438139947339,0.450809527459606,0.38136151714525,0.393550466181868,0.392556104732598,0.3362669386,0.363650896994918,0.369592454008974,0.541618329505887,0.475101097073484,0.450082027385529
4.5,0.539672955940612,0.469610906360428,0.499302298527477,0.487701134678417,0.676081425976108,0.71507905175368,0.587215272337426,0.587215272337426,0.564128025637446,0.608946659672902,0.471010491014869,0.452148450162173,0.53252028910005,0.568933673246378,0.484583067522629,0.576905687164178,0.565074039036984,0.555572519874503,0.528272094429079,0.616947738650737,0.703934593180305,0.56753893653326,0.636895272975108,0.546109988081739,0.56749352605014,0.562453793293775,0.4918180628,0.523681733470437,0.536707235053062,0.752473393796723,0.670190032751814,0.635937022518619
5,0.745200923168038,0.661298508162883,0.696945588180165,0.685697533101087,0.91604435102328,0.961814469677665,0.808430746737774,0.808430746737774,0.775482055624203,0.834793239447168,0.661759257364615,0.638408651577759,0.739783412231981,0.789996935849146,0.682095630093719,0.796781586930871,0.77931161768195,0.770397486693319,0.730091144977094,0.845659045903165,0.955707498437896,0.787377285571408,0.869178565335448,0.754399772881308,0.788855237546682,0.777366662955397,0.6924423676,0.727082987781944,0.750795739823154,1.0115421496899,0.913360774170529,0.867956243405035
5.5,0.999211454478445,0.902657178523916,0.943731075049028,0.934629090763355,1.20732479467365,1.25923913405938,1.08105476688613,1.08105476688613,1.03558208192327,1.11200318557917,0.901416539950438,0.873528246625226,0.997413550097126,1.06465782896145,0.930689530531029,1.06857915227292,1.04377555037557,1.03696361827787,0.979723418978795,1.12635284551561,1.26190924940822,1.06029145296528,1.15307019858866,1.01192424174376,1.06417135263642,1.04320625517557,0.9450091677,0.979773561699505,1.01867071814484,1.32366695209943,1.21017121815808,1.15155164661374
6,1.30741427782429,1.20053285284424,1.24598714080602,1.24143368440357,1.5549890206458,1.61198831991989,1.41098614998393,1.41098614998393,1.34994751747591,1.44624977294787,1.19660828528313,1.16437589570087,1.31165195086746,1.39953218166134,1.23738295518455,1.3984242517822,1.36431799893752,1.36158604975685,1.28284188292436,1.46476443618534,1.62802274868903,1.39278598491261,1.49403646015957,1.32450224430876,1.40016159786991,1.36601728675965,1.256667563,1.28783202817219,1.34737905998639,1.69366993037168,1.56622890966314,1.49219120736469
6.5,1.67563177506089,1.56202665901864,1.6102279848235,1.61329800980047,1.9641187644109,2.02468189576338,1.80422448014213,1.80422448014213,1.72418473670089,1.84328188247194,1.55419382085024,1.51809284310385,1.68889657580638,1.801399161265,1.60945304628828,1.79256476698958,1.74690017157262,1.75072819003903,1.64523580019339,1.86670493475384,2.05955730349369,1.79152099188913,1.89759477819564,1.69806956234417,1.80371812632059,1.75196863526865,1.634831956,1.65748644494906,1.74418837261074,2.12635483047296,1.98718709003381,1.89539453032887
7,2.10979189705584,1.99448282929325,2.0431435216251,2.05764548470764,2.43981003173598,2.50192560700522,2.26686353495059,2.26686353495059,2.16398130050637,2.30891881766415,1.98125437620285,1.94208058563575,2.13569298939182,2.2771917175902,2.05442354884051,2.25736293912186,2.1975853590251,2.21099288865813,2.07280349630432,2.33805607102866,2.5620466164075,2.26330294134352,2.36931003563404,2.13867159358986,2.28189557825329,2.20734561947838,2.087169446,2.09510559648833,2.21657536300224,2.62650855435968,2.47874135466105,2.3667291324244
7.5,2.61592202412316,2.50547805745625,2.55159054939716,2.58212561167956,2.98717207338813,3.04831216473768,2.80508560289065,2.80508560289065,2.67510096999926,2.84904583905394,2.48508299514898,2.44398999217365,2.65872642622077,2.83398826476929,2.58005393819252,2.79928873588353,2.7225329059451,2.74911475503303,2.57154608507986,2.88476570392441,3.14104706794189,2.81507664844034,2.91479140632358,2.65245700967124,2.8419024213963,2.73854330489901,2.62158873,2.60719137078499,2.7722156639938,3.19890246527059,3.04662678720619,2.91180725184223
8,3.2001435880817,3.10281203853619,3.1425849512741,3.19460453385036,3.61132649967273,3.66842218086126,3.4251565167975,3.4251565167975,3.26337935339518,3.46961027370337,3.07317558405789,3.031711612848,3.26481481052247,3.47900536449287,3.19432975868884,3.42491404018255,3.32799293500149,3.37195340927546,3.14756196952487,3.51284391540669,3.80213623108072,3.45391823560968,3.53968960789374,3.24567219904904,3.49109332755821,3.35206063575102,3.246230242,3.2003720545012,3.41897483545431,3.84829350835832,3.69661547386707,3.53628307718382
8.5,3.86866731768668,3.79449899023371,3.82329474858546,3.90315657999257,4.31740650785872,4.366824979847,4.13342127212405,4.13342127212405,3.93472006950348,4.17661809295685,3.75322290182008,3.71336697775945,3.96090255879239,4.219591232228,3.9054539674322,4.1409075117031,4.02030168654861,4.08648749778803,3.80704197718943,4.22835957483429,4.55091157338673,4.1870288877601,4.24969449282364,3.92465635269687,4.23696240158516,4.05449524382669,3.969457315,3.88139638269738,4.16490033635157,4.57942518309816,4.4345143257466,4.24585031755393
9,4.62778900126721,4.58875999975695,4.60103386614892,4.71605664044376,5.11055620207251,5.14807930994381,4.93630012942897,4.93630012942897,4.69509133851006,4.97613087678208,4.53310334029651,4.49730072916199,4.75405503483467,5.06321992882835,4.7218391228788,4.954030006812,4.80587736858456,4.89980934521239,4.55626502226643,5.03743729164788,5.39298931295274,5.02172926974972,5.05053291789086,4.69583708319132,5.08713712068873,4.85253881930277,4.799848201,4.65712821696555,5.01821430944603,5.39702839493027,5.26616315459149,5.0462400533198
9.5,5.48388568360352,5.49401607230585,5.48325649948969,5.64177324862794,5.99592998990196,6.01673397135338,5.84028512264546,5.84028512264546,5.55052293049688,5.8742631012049,5.42087637576931,5.39207346334533,5.65145355465825,6.01748612962439,5.65210029140619,5.87113046729777,5.69121643480874,5.81912014207684,5.40159421017144,5.94625469259452,6.33400340214251,5.96545450153975,5.94796684561296,5.56572649176522,6.04937287271232,5.75297295363315,5.746188831,5.53454175298963,5.98730705388987,6.30582220721554,6.19743295949797,5.943218820783
10,6.44341223121007,6.51888178181126,6.47755199602115,6.68896226765442,6.97869204335162,6.97732837505311,6.85193691100047,6.85193691100047,6.50710341665388,6.87717969867722,6.42477659556147,6.40645518264783,6.66039085954499,7.09010038507028,6.70504856999299,6.89914220691385,6.68289022560897,6.85172558806841,6.34947331771538,6.96103997308364,7.37960461866158,7.0257496078082,6.94779164113938,6.54091761550284,7.13154800454975,6.76266538316804,6.817466194,6.52071717872982,7.08073108596516,7.31051450995731,7.23422439120886,6.94258689393094
10.5,7.51289821307634,7.67215944307347,7.59164017899414,7.86646110030017,8.0640158143179,8.03439304310336,7.97788192470145,7.97788192470145,7.57097767902788,7.99109385120455,7.55320822197079,7.54941927647793,7.78826699136484,8.28888480361791,7.88968514216971,8.04507953859308,7.78754191960146,8.00503192637009,7.40642359504515,8.08806968230844,8.53545974766342,8.21026537490756,8.05583453540378,7.62808120011695,8.34165930903134,7.88856657608208,8.02286227,7.62283671965127,8.3071957071147,8.41580261831638,8.38246636736263,8.05017673384387
11,8.69894505376727,8.96283373877577,8.83336705592226,9.18328335521851,9.25708359666477,9.19245005913307,9.22480976385404,9.22480976385404,8.74834464295607,9.22226498366256,8.81474006954222,8.8301369645022,9.04258551629903,9.62176910021351,9.21519579909751,9.3160346958237,9.0118837531198,9.28654231639203,8.57904084552018,9.33366670940884,9.80725084175079,9.52675456039443,9.27795323092975,8.83396275388829,9.68781789171517,9.13770661585193,9.371748425,8.84818101908969,9.67556201298909,9.62637381136852,9.64811481716681,9.27185158195975
11.5,10.0082234234249,10.4000667460806,10.2107008632534,10.6486139136012,10.5630861284478,10.4560134760598,10.5994708173113,10.5994708173113,10.0454552027554,10.5769969306066,10.2181008825671,10.257972146367,10.4309500525365,11.0967869637108,10.6909458691501,10.7191750099171,10.3626944726237,10.7038535014673,9.87399274744597,10.704198443855,11.2006745481555,10.9830684099584,10.6200346309853,10.1653798462133,11.1782453692344,10.5171923427942,10.87368024,10.2041258109263,11.1948382886127,10.9469058195821,11.0371515379038,10.6135041777358
12,11.4474708352149,11.9931933164287,11.7317284070084,12.2718043495481,11.9872222289772,11.8295896868306,12.1086740738329,12.1086740738329,11.4686103162746,12.0616362544752,11.7721750083101,11.8424766112272,11.9610610649208,12.7220727042944,12.3264755085114,12.2617403113728,11.8468169909454,12.2646527353596,11.2980163876806,12.2060750878516,12.7214414942683,12.5871534441363,12.0879936761427,11.6292196203884,12.8212703589048,12.0342047216754,12.53839268,11.698138848898,12.8741757437708,12.3820672679661,12.5555831487501,12.0810555846325
12.5,13.0234894255341,13.7517167693165,13.4046516654596,14.0623686646369,13.5346984663083,13.3176777629727,13.7592851024388,13.7592851024388,13.0241592479109,13.6825706967332,13.4859983683674,13.5933855675128,13.6407128954322,14.5058581482233,14.1314953126334,13.9510405286935,13.471156223017,13.9767149372252,12.8579159819766,13.8457481022236,14.3752757241791,14.3470484832216,13.6877722749555,13.2324364951728,14.6253252257165,13.6959964085766,14.37579563,13.3377770625716,14.7228645499196,13.9365180806398,14.2094401298157,13.6804541110234
13,14.7431438961263,15.6853048666221,15.2377846250533,16.0299793030501,15.2107288514675,14.9247697649527,15.5582241824594,15.5582241824594,14.7184979428943,15.4462277464134,15.3687546961511,15.5206134591736,15.4777910031532,16.4564697522129,16.115882214342,15.7944534621393,15.2426770805155,15.8479000493393,14.5605607608159,15.6297087701745,16.1679141800745,16.2708818836276,15.4253383175883,14.9820500336235,16.5989430580109,15.5098894943491,16.3959697,15.1306839146007,16.75033014574,15.6149098516241,16.0047759362494,15.4176743147728
13.5,16.6133596003673,17.8037860388015,17.2395503249588,18.1844634184121,17.0205345562941,16.6553510277074,17.5124645667112,17.5124645667112,16.5580675182377,17.3590733128782,17.4297720130649,17.6342500394019,17.4802693912346,18.5823259138457,18.2896756392414,17.7994227132658,17.1684026079395,17.8861505756875,16.4128830026588,17.5644868656784,18.1051062232957,18.3668689629066,17.3066847629469,16.8851429608975,18.7507548473539,17.4832734053724,18.60916227,17.0845869376222,18.9661297832022,17.4218861858913,17.9476661788187,17.2987160819522
14,18.6411207585211,20.1171458381868,19.4184780890678,20.535799367442,18.96934365225,18.5139004241968,19.6290308636243,19.6290308636243,18.5493528578663,19.4276104915446,19.6785193197039,19.9445566767638,19.6562082015589,20.891934457741,20.6630738930762,19.9734557538383,19.2554122451465,20.0994892826324,18.4218761991128,19.6566494151999,20.1926131906347,20.6433095938588,19.3378287912516,18.9488593153432,21.0894868515704,19.6236029450853,21.02578382,19.2072954322105,21.3799492899177,19.362083014095,20.0442078636438,19.3296037715691
14.5,20.8334687888732,22.6355235978778,21.7832009271124,23.094113408818,21.0623908679304,20.5048906094108,21.9149975261195,21.9149975261195,20.6988813011871,21.658378412899,22.1246034815419,22.4619628719454,22.0137514604256,23.3938902799782,23.2464307590502,22.3241221199781,21.510840203456,22.4960170454367,20.594593338668,21.9127995430293,22.4362079820865,23.1085859508381,21.5248110151429,21.1804027193651,23.6239581227671,21.9383964620403,23.65640447,21.5066983098397,24.0016000267925,21.4401288838945,22.3005186848114,21.5163854193414
15,23.1975007433888,25.369209277446,24.3424530889514,25.8696765883962,23.3049173633248,22.6327882469141,24.3774874366712,24.3774874366712,23.0132214158041,24.0579511664434,24.7777662911898,25.1970629660627,24.5611249607713,26.0968731355673,26.0502522858908,24.859051719286,23.9418739441475,25.0839108265604,22.9381452974175,24.3395753918334,24.8416746767953,25.7711603935872,23.8736947433562,23.5870347583448,26.363078184552,24.4352341321267,26.51175063,23.9907620669186,26.8410160227047,23.6606452303773,24.7227363644564,23.8651319945012
15.5,25.7403678380087,28.3286404789706,27.1050677580734,28.8729017942492,25.7021705191425,24.902054219731,27.0236705793649,27.0236705793649,25.4989818462975,26.632936792306,27.6478816915172,28.1606130238024,27.3066342682756,29.0096455556944,29.0851937498058,27.5859332402591,26.5557527496248,27.8714217734476,25.4596993266737,26.9436491111307,27.4148081743762,28.6395734758018,26.3905652917909,26.1760734574135,29.3158448446569,27.1217563441963,29.60270196,26.667528877729,29.9082512702074,26.0282466277378,27.317018035618,26.3819367044128
16,28.4692740689251,31.5243996188746,30.0799748720508,32.1143409669549,28.2594037397324,27.3171438271304,29.8607627909069,29.8607627909069,28.1628102319996,29.3899763341746,30.7449531457975,31.363527876628,30.2586628402568,32.1410508830952,32.3620567754759,30.5125126546524,29.3597663787333,30.8668734250294,28.1664776286409,29.7317259073161,30.1614138591531,31.7224420671965,29.0815293374654,28.9548918471326,32.4913421308616,30.0056621796598,32.94028839,29.5451147955947,33.2134771681839,28.5475410240839,30.0895396637832,29.0729143424554
16.5,31.3914749072209,34.967211242702,33.2761990591249,35.6046824522414,30.9818762683188,29.8825069686724,32.8960245835242,32.8960245835242,31.0113921875641,32.3357429479847,34.0791111426374,34.816878312967,33.4256702475732,35.500011415298,35.8917866029322,33.6465918045584,32.3612537987461,34.0786600174549,31.0657560123692,32.7105431496504,33.0873072851684,35.0284575791853,31.9527143114054,31.9309166102234,35.8987383395494,33.0947079777605,36.53568736,32.6317080528767,36.7669800990234,31.2231299610036,33.046495503535,31.9442006751855
17,34.5142760651509,38.6679394713947,36.7028576813241,39.3547484845342,33.8748530134237,32.6025883167082,36.1367600335208,36.1367600335208,34.051450340856,35.4769410614607,37.6606108248137,38.5318884037357,36.8161904908785,39.0955266466559,39.685469488628,36.9960270669393,35.5676019874112,37.5152448806574,34.1648626231229,35.8868695272862,36.1983138800763,38.5663842854276,35.0102678269894,35.1116268023978,39.5472841874513,36.3967059791921,40.40022109,35.9355674514735,40.5791591292925,34.0596087793196,36.1940975871577,35.0019518652727
17.5,37.8450323280971,42.6375855688706,40.3691589755804,43.3754927911874,36.9436043854856,35.481827478381,39.590315729968,39.590315729968,37.2897434233167,38.8203055801693,41.4998297323233,42.5199329528058,40.4388304035377,42.9366716011021,43.7543302302781,40.5687280891709,38.9862447992032,41.1851589183073,37.4711767390665,39.2675042529771,39.5002686662567,42.3450577294724,38.2603571406813,38.5045526411322,43.4463110581853,39.9195230415644,44.54535413,39.4650208364346,44.6605238240822,37.0615668122875,39.5385752424195,38.2523439271134
18,41.3911464468957,46.8872856217635,44.2844002852197,47.6779983082591,40.1934061427979,38.5246591480537,43.2640797786215,43.2640797786215,40.7330654084987,42.3726011362343,45.6072656509703,46.7925350630951,44.3022681343494,47.0325952484413,48.1097298061271,44.3726565898622,42.6246618905674,45.0969991645078,40.9921276298493,42.8592763096013,42.9990159976781,46.3733832125756,41.7091686424264,42.1172743569003,47.6052293361088,43.6710794209246,48.9826909,43.2284636460971,49.0216921662575,40.2335875673458,43.0861746370668,41.7015722123728
