"length","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
8.75,3.86866731768668,3.79449899023371,3.82329474858546,3.90315657999256,4.31740650785872,4.36682497984699,4.13342127212405,4.13342127212405,3.93472006950348,4.17661809295685,3.75322290182008,3.71336697775945,3.96090255879239,4.219591232228,3.9054539674322,4.1409075117031,4.02030168654861,4.08648749778803,3.80704197718944,4.22835957483429,4.55091157338673,4.1870288877601,4.24969449282364,3.92465635269687,4.23696240158516,4.05449524382669,3.96945731455916,3.88139638269738,4.16490033635157,4.57942518309816,4.4345143257466,4.24585031755393
9.25,4.62778900126721,4.58875999975695,4.60103386614892,4.71605664044376,5.11055620207251,5.1480793099438,4.93630012942897,4.93630012942897,4.69509133851005,4.97613087678207,4.53310334029651,4.49730072916198,4.75405503483467,5.06321992882835,4.7218391228788,4.954030006812,4.80587736858455,4.89980934521239,4.55626502226643,5.03743729164788,5.39298931295273,5.02172926974972,5.05053291789086,4.69583708319131,5.08713712068873,4.85253881930277,4.79984820079065,4.65712821696555,5.01821430944603,5.39702839493027,5.26616315459149,5.0462400533198
9.75,5.48388568360352,5.49401607230585,5.48325649948969,5.64177324862794,5.99592998990196,6.01673397135337,5.84028512264546,5.84028512264546,5.55052293049688,5.87426310120489,5.4208763757693,5.39207346334533,5.65145355465824,6.01748612962439,5.65210029140618,5.87113046729777,5.69121643480873,5.81912014207684,5.40159421017144,5.94625469259452,6.33400340214251,5.96545450153974,5.94796684561296,5.56572649176522,6.04937287271232,5.75297295363315,5.74618883068436,5.53454175298963,5.98730705388987,6.30582220721554,6.19743295949797,5.943218820783
10.25,6.44341223121008,6.51888178181126,6.47755199602115,6.68896226765443,6.97869204335162,6.97732837505311,6.85193691100047,6.85193691100047,6.50710341665388,6.87717969867723,6.42477659556147,6.40645518264784,6.66039085954499,7.09010038507028,6.70504856999299,6.89914220691385,6.68289022560897,6.85172558806841,6.34947331771539,6.96103997308364,7.37960461866158,7.02574960780821,6.94779164113938,6.54091761550284,7.13154800454975,6.76266538316804,6.81746619437631,6.52071717872982,7.08073108596516,7.31051450995731,7.23422439120886,6.94258689393094
10.75,7.51289821307635,7.67215944307347,7.59164017899415,7.86646110030018,8.06401581431791,8.03439304310337,7.97788192470146,7.97788192470146,7.57097767902788,7.99109385120455,7.55320822197081,7.54941927647794,7.78826699136484,8.28888480361791,7.88968514216971,8.04507953859309,7.78754191960146,8.0050319263701,7.40642359504516,8.08806968230845,8.53545974766342,8.21026537490757,8.05583453540379,7.62808120011695,8.34165930903135,7.88856657608209,8.02286226982882,7.62283671965127,8.3071957071147,8.41580261831638,8.38246636736263,8.05017673384387
11.25,8.69894505376727,8.96283373877577,8.83336705592225,9.1832833552185,9.25708359666477,9.19245005913306,9.22480976385404,9.22480976385404,8.74834464295607,9.22226498366256,8.81474006954222,8.83013696450221,9.04258551629903,9.62176910021351,9.21519579909751,9.3160346958237,9.0118837531198,9.28654231639202,8.57904084552017,9.33366670940884,9.80725084175079,9.52675456039443,9.27795323092974,8.83396275388828,9.68781789171516,9.13770661585193,9.37174842493136,8.84818101908969,9.67556201298909,9.62637381136852,9.64811481716681,9.27185158195975
11.75,10.0082234234249,10.4000667460805,10.2107008632534,10.6486139136012,10.5630861284478,10.4560134760598,10.5994708173113,10.5994708173113,10.0454552027554,10.5769969306065,10.2181008825671,10.257972146367,10.4309500525365,11.0967869637108,10.6909458691501,10.7191750099171,10.3626944726237,10.7038535014673,9.87399274744597,10.704198443855,11.2006745481555,10.9830684099584,10.6200346309853,10.1653798462133,11.1782453692344,10.5171923427942,10.8736802363789,10.2041258109263,11.1948382886127,10.9469058195821,11.0371515379038,10.6135041777358
12.25,11.4474708352149,11.9931933164287,11.7317284070084,12.2718043495481,11.9872222289772,11.8295896868306,12.1086740738329,12.1086740738329,11.4686103162746,12.0616362544752,11.7721750083101,11.8424766112272,11.9610610649208,12.7220727042944,12.3264755085114,12.2617403113728,11.8468169909454,12.2646527353596,11.2980163876806,12.2060750878515,12.7214414942683,12.5871534441363,12.0879936761427,11.6292196203884,12.8212703589048,12.0342047216754,12.53839267692,11.698138848898,12.8741757437708,12.3820672679661,12.5555831487501,12.0810555846325
12.75,13.0234894255341,13.7517167693165,13.4046516654596,14.0623686646369,13.5346984663083,13.3176777629727,13.7592851024388,13.7592851024388,13.0241592479109,13.6825706967332,13.4859983683674,13.5933855675128,13.6407128954322,14.5058581482233,14.1314953126334,13.9510405286935,13.471156223017,13.9767149372252,12.8579159819766,13.8457481022236,14.3752757241791,14.3470484832216,13.6877722749555,13.2324364951728,14.6253252257165,13.6959964085766,14.3757956300367,13.3377770625716,14.7228645499196,13.9365180806398,14.2094401298157,13.6804541110234
13.25,14.7431438961263,15.6853048666221,15.2377846250533,16.0299793030501,15.2107288514675,14.9247697649527,15.5582241824594,15.5582241824594,14.7184979428943,15.4462277464134,15.3687546961511,15.5206134591737,15.4777910031532,16.4564697522129,16.115882214342,15.7944534621393,15.2426770805155,15.8479000493393,14.5605607608159,15.6297087701746,16.1679141800745,16.2708818836276,15.4253383175883,14.9820500336235,16.5989430580109,15.5098894943491,16.3959696971734,15.1306839146007,16.75033014574,15.6149098516241,16.0047759362494,15.4176743147728
13.75,16.6133596003673,17.8037860388015,17.2395503249588,18.1844634184121,17.0205345562941,16.6553510277074,17.5124645667112,17.5124645667112,16.5580675182377,17.3590733128782,17.4297720130649,17.6342500394019,17.4802693912346,18.5823259138457,18.2896756392414,17.7994227132658,17.1684026079395,17.8861505756875,16.4128830026588,17.5644868656784,18.1051062232957,18.3668689629066,17.3066847629469,16.8851429608975,18.7507548473539,17.4832734053724,18.6091622675856,17.0845869376222,18.9661297832022,17.4218861858913,17.9476661788187,17.2987160819522
14.25,18.6411207585211,20.1171458381868,19.4184780890679,20.535799367442,18.96934365225,18.5139004241968,19.6290308636243,19.6290308636243,18.5493528578663,19.4276104915446,19.6785193197039,19.9445566767638,19.6562082015589,20.8919344577411,20.6630738930762,19.9734557538383,19.2554122451465,20.0994892826324,18.4218761991128,19.6566494152,20.1926131906347,20.6433095938588,19.3378287912516,18.9488593153432,21.0894868515703,19.6236029450853,21.0257838249681,19.2072954322105,21.3799492899177,19.362083014095,20.0442078636438,19.3296037715691
14.75,20.8334687888732,22.6355235978778,21.7832009271124,23.094113408818,21.0623908679304,20.5048906094108,21.9149975261195,21.9149975261195,20.6988813011871,21.658378412899,22.1246034815419,22.4619628719454,22.0137514604256,23.3938902799782,23.2464307590502,22.3241221199781,21.510840203456,22.4960170454367,20.5945933386679,21.9127995430293,22.4362079820865,23.1085859508381,21.5248110151429,21.1804027193651,23.6239581227671,21.9383964620403,23.6564044684222,21.5066983098397,24.0016000267925,21.4401288838945,22.3005186848114,21.5163854193414
15.25,23.1975007433888,25.3692092774461,24.3424530889515,25.8696765883962,23.3049173633248,22.6327882469141,24.3774874366712,24.3774874366712,23.0132214158041,24.0579511664434,24.7777662911898,25.1970629660628,24.5611249607713,26.0968731355673,26.0502522858908,24.859051719286,23.9418739441475,25.0839108265604,22.9381452974175,24.3395753918334,24.8416746767953,25.7711603935872,23.8736947433562,23.5870347583448,26.363078184552,24.4352341321267,26.5117506281674,23.9907620669186,26.8410160227047,23.6606452303773,24.7227363644564,23.8651319945012
15.75,25.7403678380087,28.3286404789705,27.1050677580734,28.8729017942492,25.7021705191424,24.902054219731,27.0236705793649,27.0236705793649,25.4989818462975,26.632936792306,27.6478816915171,28.1606130238024,27.3066342682756,29.0096455556943,29.0851937498058,27.5859332402591,26.5557527496248,27.8714217734475,25.4596993266737,26.9436491111306,27.4148081743762,28.6395734758018,26.3905652917909,26.1760734574135,29.3158448446569,27.1217563441963,29.6027019588056,26.667528877729,29.9082512702074,26.0282466277378,27.317018035618,26.3819367044128
16.25,28.4692740689251,31.5243996188746,30.0799748720508,32.1143409669549,28.2594037397324,27.3171438271304,29.8607627909069,29.8607627909069,28.1628102319996,29.3899763341746,30.7449531457975,31.363527876628,30.2586628402568,32.1410508830951,32.3620567754759,30.5125126546525,29.3597663787333,30.8668734250294,28.1664776286408,29.7317259073161,30.1614138591531,31.7224420671965,29.0815293374655,28.9548918471326,32.4913421308616,30.0056621796599,32.9402883949826,29.5451147955947,33.2134771681839,28.5475410240839,30.0895396637832,29.0729143424554
16.75,31.3914749072209,34.967211242702,33.2761990591249,35.6046824522415,30.9818762683188,29.8825069686724,32.8960245835242,32.8960245835242,31.0113921875641,32.3357429479847,34.0791111426374,34.816878312967,33.4256702475732,35.500011415298,35.8917866029322,33.6465918045584,32.3612537987461,34.0786600174549,31.0657560123692,32.7105431496504,33.0873072851684,35.0284575791852,31.9527143114054,31.9309166102234,35.8987383395494,33.0947079777604,36.5356873560285,32.6317080528767,36.7669800990234,31.2231299610036,33.046495503535,31.9442006751855
17.25,34.5142760651508,38.6679394713947,36.7028576813241,39.3547484845341,33.8748530134237,32.6025883167082,36.1367600335207,36.1367600335207,34.051450340856,35.4769410614607,37.6606108248136,38.5318884037357,36.8161904908785,39.0955266466559,39.685469488628,36.9960270669393,35.5676019874113,37.5152448806574,34.1648626231229,35.8868695272862,36.1983138800763,38.5663842854275,35.0102678269894,35.1116268023978,39.5472841874513,36.396705979192,40.4002210876508,35.9355674514735,40.5791591292925,34.0596087793196,36.1940975871577,35.0019518652727
17.75,37.8450323280971,42.6375855688706,40.3691589755804,43.3754927911874,36.9436043854856,35.481827478381,39.590315729968,39.590315729968,37.2897434233167,38.8203055801693,41.4998297323233,42.5199329528059,40.4388304035377,42.9366716011022,43.7543302302782,40.5687280891709,38.9862447992032,41.1851589183073,37.4711767390665,39.2675042529772,39.5002686662568,42.3450577294724,38.2603571406813,38.5045526411322,43.4463110581853,39.9195230415644,44.5453541300378,39.4650208364346,44.6605238240822,37.0615668122875,39.5385752424195,38.2523439271134
18.25,41.3911464468957,46.8872856217634,44.2844002852197,47.677998308259,40.1934061427978,38.5246591480537,43.2640797786215,43.2640797786215,40.7330654084987,42.3726011362342,45.6072656509703,46.7925350630951,44.3022681343494,47.0325952484413,48.109729806127,44.3726565898622,42.6246618905674,45.0969991645078,40.9921276298493,42.8592763096013,42.9990159976781,46.3733832125756,41.7091686424264,42.1172743569003,47.6052293361088,43.6710794209246,48.9826909028447,43.2284636460971,49.0216921662575,40.2335875673458,43.0861746370668,41.7015722123728
18.75,45.1600680857893,51.4283083231159,48.4579663749947,52.2734749996149,43.6295392459846,41.7355132509818,47.16548085668,47.16548085668,44.3882446949275,46.1406213762769,49.9935345586993,51.361363809904,48.4152517039358,51.3925189977394,52.7631631202577,48.415825219829,46.4903776995069,49.2594274112973,44.735193472238,46.6690437360498,46.7004093111976,50.6603343554978,45.3629073732858,45.957421101968,52.0335268207839,47.6593476141658,53.7239733985032,47.2343575328516,53.6733885727437,43.5802488974006,46.8431583478383,45.3558509230124
19.25,49.1592928217624,56.2720528526296,52.8993278235213,57.1732577719678,47.2572897203219,45.1188150789624,51.3019873144661,51.3019873144661,48.2621433298546,50.1311882855142,54.6693686626612,56.2382320139429,52.786597629296,56.0257352620419,57.7262568463857,52.7062964786316,50.5909604753414,53.6811689016303,48.7079003184568,50.7036929493999,50.6103108911352,55.2149517287248,49.2277965681472,50.0326699123605,56.7407672160429,51.8923512576868,58.7810789761378,51.4912290492432,58.6264420007717,47.1061231625174,50.8158049520406,49.2214126496198
19.75,53.3963611914367,61.430046846784,57.6180394875795,62.388804479169,51.0819485252812,48.6789854186083,55.6811063205049,55.6811063205049,52.3616562708138,54.3511515452574,59.6456145206745,61.4350941072147,57.4251896115598,60.9416060892201,63.0107673633041,57.2521816825494,54.9340213548969,58.3710110830402,52.9178211133294,54.9701381006064,54.7345916460748,60.0463415461103,53.3100772215699,54.3507447190567,61.7365886882378,56.3781640781375,64.1660182491205,56.0076683946478,63.8917841376996,50.8157773827983,55.0104086399349,53.3045079330823
20.25,57.8788577820872,66.9139444527635,62.6237390332748,67.9316940096961,55.1088114307396,52.4204406728299,60.310383046826,60.310383046826,56.6937106822036,58.8073879213355,64.9332312413406,66.9640440855529,62.3399772824672,66.1495618542522,68.6285787757913,62.061639980274,59.5272134817477,63.3378024176587,57.3725747567001,59.4753204612237,59.0791308969561,65.1636744174236,57.616007675024,58.919415404851,67.0307024887826,61.1249088914901,69.8909330599413,60.7923282182193,69.4804476686341,54.7137733831442,59.4332788463562,57.61140484785
